Region ,Market,Maize (Min Price),Maize (Max Price),Date
D'Salaam,Temeke(Tandika),"45,000","46,000","06th August, 2021"
Dodoma,Majengo,"45,000","50,000","06th August, 2021"
Dodoma,Kibaigwa,"37,000","38,000","06th August, 2021"
Kagera,Bukoba,"46,000","50,000","06th August, 2021"
Kigoma,Kigoma,"42,000","44,000","06th August, 2021"
Katavi,Mpanda,"25,000","30,000","06th August, 2021"
Njombe,Njombe,"38,000","42,000","06th August, 2021"
Manyara,Babati,"42,000","48,000","06th August, 2021"
Mwanza,Mwanza,"52,000","65,000","06th August, 2021"
Iringa,Iringa,"32,000","35,000","06th August, 2021"
Mara,Musoma,"60,000","65,000","06th August, 2021"
Mbeya,Mbeya,"36,000","36,000","06th August, 2021"
Morogoro,Morogoro,"39,062","39,843","06th August, 2021"
Mtwara,Mtwara,"40,000","40,000","06th August, 2021"
Tabora,Tabora,"34,000","36,000","06th August, 2021"
Tanga,Tanga,"41,666","46,296","06th August, 2021"
Ruvuma,Songea,"27,000","30,000","06th August, 2021"
Shinyanga,Shinyanga,"40,000","42,000","06th August, 2021"
Sumbawanga,Rukwa,"24,000","28,000","06th August, 2021"
Arusha,Arusha (Urban),"46,000","47,000","09th August, 2021"
D'Salaam,Ilala (Buguruni),"45,000","46,000","09th August, 2021"
D'Salaam,Temeke(Tandika),"45,000","46,000","09th August, 2021"
Dodoma,Majengo,"46,000","51,000","09th August, 2021"
Dodoma,Kibaigwa,"35,000","38,000","09th August, 2021"
Kagera,Bukoba,"50,000","55,000","09th August, 2021"
Kigoma,Kigoma,"42,000","44,000","09th August, 2021"
Katavi,Mpanda,"25,000","30,000","09th August, 2021"
Lindi,Lindi,"60,000","100,000","09th August, 2021"
Njombe,Njombe,"38,000","42,000","09th August, 2021"
Manyara,Babati,"42,000","48,000","09th August, 2021"
Iringa,Iringa,"32,000","35,000","09th August, 2021"
Mara,Musoma,"60,000","65,000","09th August, 2021"
Mbeya,Mbeya,"36,000","36,000","09th August, 2021"
Morogoro,Morogoro,"39,062","39,843","09th August, 2021"
Moshi,Moshi,"60,000","60,000","09th August, 2021"
Mtwara,Mtwara,"40,000","40,000","09th August, 2021"
Tabora,Tabora,"34,000","36,000","09th August, 2021"
Tanga,Tanga,"41,666","46,296","09th August, 2021"
Ruvuma,Songea,"27,000","30,000","09th August, 2021"
Shinyanga,Shinyanga,"40,000","42,000","09th August, 2021"
Sumbawanga,Rukwa,"24,000","28,000","09th August, 2021"
Arusha,Arusha (Urban),"46,000","47,000","11th August, 2021"
D'Salaam,Ilala (Buguruni),"45,000","46,000","11th August, 2021"
D'Salaam,Temeke(Tandika),"45,000","46,000","11th August, 2021"
Dodoma,Majengo,"47,000","51,000","11th August, 2021"
Dodoma,Kibaigwa,"35,000","38,000","11th August, 2021"
Kagera,Bukoba,"50,000","55,000","11th August, 2021"
Kigoma,Kigoma,"42,000","44,000","11th August, 2021"
Katavi,Mpanda,"25,000","30,000","11th August, 2021"
Iringa,Iringa,"32,000","35,000","11th August, 2021"
Njombe,Njombe,"38,000","42,000","11th August, 2021"
Manyara,Babati,"42,000","48,000","11th August, 2021"
Mara,Musoma,"60,000","65,000","11th August, 2021"
Mbeya,Mbeya,"36,000","36,000","11th August, 2021"
Morogoro,Morogoro,"39,062","39,843","11th August, 2021"
Moshi,Moshi,"60,000","60,000","11th August, 2021"
Mtwara,Mtwara,"40,000","40,000","11th August, 2021"
Mwanza,Mwanza,"52,000","65,000","11th August, 2021"
Tabora,Tabora,"34,000","36,000","11th August, 2021"
Tanga,Tanga,"41,666","46,296","11th August, 2021"
Ruvuma,Songea,"27,000","30,000","11th August, 2021"
Shinyanga,Shinyanga,"40,000","42,000","11th August, 2021"
Sumbawanga,Rukwa,"24,000","28,000","11th August, 2021"
Arusha,Arusha (Urban),"46,000","47,000","13th August, 2021"
D'Salaam,Ilala (Buguruni),"45,000","46,000","13th August, 2021"
D'Salaam,Temeke(Tandika),"45,000","46,000","13th August, 2021"
Dodoma,Majengo,"47,000","51,000","13th August, 2021"
Dodoma,Kibaigwa,"40,000","48,000","13th August, 2021"
Kagera,Bukoba,"50,000","55,000","13th August, 2021"
Katavi,Mpanda,"25,000","30,000","13th August, 2021"
Iringa,Iringa,"32,000","35,000","13th August, 2021"
Njombe,Njombe,"38,000","42,000","13th August, 2021"
Manyara,Babati,"42,000","48,000","13th August, 2021"
Mara,Musoma,"60,000","65,000","13th August, 2021"
Mbeya,Mbeya,"36,000","36,000","13th August, 2021"
Morogoro,Morogoro,"39,062","39,843","13th August, 2021"
Moshi,Moshi,"60,000","60,000","13th August, 2021"
Mtwara,Mtwara,"40,000","40,000","13th August, 2021"
Mwanza,Mwanza,"52,000","65,000","13th August, 2021"
Tabora,Tabora,"34,000","36,000","13th August, 2021"
Tanga,Tanga,"41,666","46,296","13th August, 2021"
Ruvuma,Songea,"27,000","30,000","13th August, 2021"
Shinyanga,Shinyanga,"42,000","45,000","13th August, 2021"
Sumbawanga,Rukwa,"27,000","30,000","13th August, 2021"
Arusha,Arusha (Urban),"46,000","47,000","20th August, 2021"
D'Salaam,Ilala (Buguruni),"45,000","46,000","20th August, 2021"
D'Salaam,Temeke(Tandika),"45,000","46,000","20th August, 2021"
Dodoma,Majengo,"48,000","51,000","20th August, 2021"
Dodoma,Kibaigwa,"37,000","38,000","20th August, 2021"
Kagera,Bukoba,"52,000","54,000","20th August, 2021"
Katavi,Mpanda,"25,000","30,000","20th August, 2021"
Kigoma,Kigoma,"42,000","44,000","20th August, 2021"
Iringa,Iringa,"33,000","35,000","20th August, 2021"
Njombe,Njombe,"38,000","42,000","20th August, 2021"
Manyara,Babati,"42,000","48,000","20th August, 2021"
Mara,Musoma,"60,000","65,000","20th August, 2021"
Morogoro,Morogoro,"39,062","39,843","20th August, 2021"
Mtwara,Mtwara,"40,000","40,000","20th August, 2021"
Mwanza,Mwanza,"52,000","65,000","20th August, 2021"
Tabora,Tabora,"35,000","36,000","20th August, 2021"
Tanga,Tanga,"41,666","46,296","20th August, 2021"
Ruvuma,Songea,"27,000","28,000","20th August, 2021"
Shinyanga,Shinyanga,"42,000","45,000","20th August, 2021"
Sumbawanga,Rukwa,"32,000","36,000","20th August, 2021"
Arusha,Arusha (Urban),"46,000","47,000","20th August, 2021"
D'Salaam,Kinondoni (Tandale),"45,000","70,000","20th August, 2021"
D'Salaam,Ilala (Buguruni),"45,000","46,000","20th August, 2021"
D'Salaam,Temeke(Tandika),"45,000","46,000","20th August, 2021"
Dodoma,Majengo,"48,000","51,000","20th August, 2021"
Dodoma,Kibaigwa,"37,000","39,000","20th August, 2021"
Kagera,Bukoba,"52,000","54,000","20th August, 2021"
Katavi,Mpanda,"25,000","30,000","20th August, 2021"
Kigoma,Kigoma,"44,400","44,500","20th August, 2021"
Iringa,Iringa,"33,000","35,000","20th August, 2021"
Njombe,Njombe,"38,000","42,000","20th August, 2021"
Manyara,Babati,"42,000","48,000","20th August, 2021"
Mara,Musoma,"60,000","65,000","20th August, 2021"
Morogoro,Morogoro,"39,062","39,843","20th August, 2021"
Mtwara,Mtwara,"40,000","40,000","20th August, 2021"
Mwanza,Mwanza,"52,000","65,000","20th August, 2021"
Tabora,Tabora,"35,000","36,000","20th August, 2021"
Tanga,Tanga,"41,666","46,296","20th August, 2021"
Ruvuma,ilala (Buguruni),"27,000","28,000","20th August, 2021"
Shinyanga,Shinyanga,"42,000","45,000","20th August, 2021"
Sumbawanga,Rukwa,"32,000","36,000","20th August, 2021"
Arusha,Arusha (Urban),"46,000","47,000","20th August, 2021"
D'Salaam,Kinondoni (Tandale),"45,000","70,000","20th August, 2021"
D'Salaam,Ilala (Buguruni),"45,000","46,000","20th August, 2021"
D'Salaam,Temeke(Tandika),"45,000","46,000","20th August, 2021"
Dodoma,Majengo,"48,000","51,000","20th August, 2021"
Dodoma,Kibaigwa,"37,000","39,000","20th August, 2021"
Kagera,Bukoba,"52,000","54,000","20th August, 2021"
Katavi,Mpanda,"25,000","30,000","20th August, 2021"
Kigoma,Kigoma,"44,400","44,500","20th August, 2021"
Iringa,Iringa,"33,000","35,000","20th August, 2021"
Njombe,Njombe,"38,000","42,000","20th August, 2021"
Manyara,Babati,"42,000","48,000","20th August, 2021"
Mara,Musoma,"60,000","65,000","20th August, 2021"
Morogoro,Morogoro,"39,062","39,843","20th August, 2021"
Mtwara,Mtwara,"40,000","40,000","20th August, 2021"
Mwanza,Mwanza,"52,000","65,000","20th August, 2021"
Tabora,Tabora,"35,000","36,000","20th August, 2021"
Tanga,Tanga,"41,666","46,296","20th August, 2021"
Ruvuma,Songea,"27,000","28,000","20th August, 2021"
Sumbawanga,Rukwa,"32,000","36,000","20th August, 2021"
Arusha,Arusha (Urban),"46,000","47,000","23th August, 2021"
D'Salaam,Kinondoni (Tandale),"45,000","70,000","23th August, 2021"
D'Salaam,Ilala (Buguruni),"45,000","46,000","23th August, 2021"
Dodoma,Majengo,"40,000","48,000","23th August, 2021"
Dodoma,Kibaigwa,"36,000","37,000","23th August, 2021"
Kagera,Bukoba,"52,000","55,000","23th August, 2021"
Katavi,Mpanda,"33,000","36,000","23th August, 2021"
Kigoma,Kigoma,"44,400","44,500","23th August, 2021"
Iringa,Iringa,"33,000","35,000","23th August, 2021"
Njombe,Njombe,"38,000","42,000","23th August, 2021"
Manyara,Babati,"42,000","48,000","23th August, 2021"
Mara,Musoma,"60,000","65,000","23th August, 2021"
Mtwara,Mtwara,"40,000","40,000","23th August, 2021"
Mwanza,Mwanza,"55,000","65,000","23th August, 2021"
Tabora,Tabora,"35,000","36,000","23th August, 2021"
Tanga,Tanga,"41,666","46,296","23th August, 2021"
Ruvuma,Songea,"27,000","28,000","23th August, 2021"
Shinyanga,Shinyanga,"42,000","45,000","23th August, 2021"
Sumbawanga,Rukwa,"32,000","36,000","23th August, 2021"
Arusha,Arusha (Urban),"46,000","47,000","25th August, 2021"
D'Salaam,Kinondoni (Tandale),"45,000","70,000","25th August, 2021"
D'Salaam,Ilala (Buguruni),"45,000","46,000","25th August, 2021"
D'Salaam,Temeke(Tandika),"46,000","48,000","25th August, 2021"
Dodoma,Majengo,"40,000","48,000","25th August, 2021"
Dodoma,Kibaigwa,"36,000","37,000","25th August, 2021"
Kagera,Bukoba,"52,000","55,000","25th August, 2021"
Katavi,Mpanda,"33,000","36,000","25th August, 2021"
Kigoma,Kigoma,"44,400","44,500","25th August, 2021"
Iringa,Iringa,"33,000","35,000","25th August, 2021"
Njombe,Njombe,"38,000","42,000","25th August, 2021"
Manyara,Babati,"42,000","48,000","25th August, 2021"
Mara,Musoma,"60,000","65,000","25th August, 2021"
Mtwara,Mtwara,"40,000","40,000","25th August, 2021"
Mwanza,Mwanza,"55,000","65,000","25th August, 2021"
Tabora,Tabora,"35,000","36,000","25th August, 2021"
Tanga,Tanga,"41,666","44,444","25th August, 2021"
Ruvuma,Songea,"27,000","28,000","25th August, 2021"
Shinyanga,Shinyanga,"42,000","45,000","25th August, 2021"
Sumbawanga,Rukwa,"32,000","36,000","25th August, 2021"
Arusha,Arusha (Urban),"47,000","48,000","27th August, 2021"
D'Salaam,Kinondoni (Tandale),"48,000","70,000","27th August, 2021"
D'Salaam,Ilala (Buguruni),"45,000","46,000","27th August, 2021"
D'Salaam,Temeke(Tandika),"46,000","48,000","27th August, 2021"
Dodoma,Majengo,"43,000","50,000","27th August, 2021"
Dodoma,Kibaigwa,"36,000","37,000","27th August, 2021"
Kagera,Bukoba,"54,000","56,000","27th August, 2021"
Katavi,Mpanda,"33,000","36,000","27th August, 2021"
Kigoma,Kigoma,"44,400","44,400","27th August, 2021"
Iringa,Iringa,"33,000","35,000","27th August, 2021"
Njombe,Njombe,"38,000","42,000","27th August, 2021"
Manyara,Babati,"42,000","48,000","27th August, 2021"
Mara,Musoma,"60,000","65,000","27th August, 2021"
Mtwara,Mtwara,"40,000","40,000","27th August, 2021"
Mwanza,Mwanza,"55,000","65,000","27th August, 2021"
Tabora,Tabora,"35,000","36,000","27th August, 2021"
Tanga,Tanga,"41,666","44,444","27th August, 2021"
Ruvuma,Songea,"27,000","28,000","27th August, 2021"
Shinyanga,Shinyanga,"42,000","45,000","27th August, 2021"
Sumbawanga,Rukwa,"32,000","36,000","27th August, 2021"
Arusha,Arusha (Urban),"47,000","48,000","30th August, 2021"
D'Salaam,Kinondoni (Tandale),"48,000","70,000","30th August, 2021"
D'Salaam,Ilala (Buguruni),"45,000","50,000","30th August, 2021"
D'Salaam,Temeke(Tandika),"46,000","48,000","30th August, 2021"
Dodoma,Majengo,"38,000","42,000","30th August, 2021"
Dodoma,Kibaigwa,"38,000","40,000","30th August, 2021"
Kagera,Bukoba,"54,000","56,000","30th August, 2021"
Iringa,Iringa,"33,000","35,000","30th August, 2021"
Njombe,Njombe,"35,000","38,000","30th August, 2021"
Manyara,Babati,"42,000","48,000","30th August, 2021"
Mara,Musoma,"60,000","65,000","30th August, 2021"
Morogoro,Morogoro,"39,062","39,843","30th August, 2021"
Tabora,Tabora,"35,000","36,000","30th August, 2021"
Tanga,Tanga,"39,840","46,296","30th August, 2021"
Ruvuma,Songea,"27,000","28,000","30th August, 2021"
Rukwa,Sumbawanga,"33,000","36,000","30th August, 2021"
Arusha,Arusha (Urban),"47,000","48,000","01st September, 2021"
D'Salaam,Kinondoni (Tandale),"48,000","70,000","01st September, 2021"
D'Salaam,Ilala (Buguruni),"45,000","50,000","01st September, 2021"
D'Salaam,Temeke(Tandika),"46,000","48,000","01st September, 2021"
Dodoma,Majengo,"38,000","42,000","01st September, 2021"
Dodoma,Kibaigwa,"37,000","39,000","01st September, 2021"
Kagera,Bukoba,"52,000","56,000","01st September, 2021"
Kigoma,Kigoma,"47,200","47,200","01st September, 2021"
Katavi,Mpanda,"30,000","36,000","01st September, 2021"
Iringa,Iringa,"33,000","35,000","01st September, 2021"
Njombe,Njombe,"35,000","38,000","01st September, 2021"
Manyara,Babati,"42,000","48,000","01st September, 2021"
Mara,Musoma,"60,000","65,000","01st September, 2021"
Mtwara,Mtwara,"40,000","40,000","01st September, 2021"
Morogoro,Morogoro,"39,062","39,843","01st September, 2021"
Tabora,Tabora,"35,000","36,000","01st September, 2021"
Tanga,Tanga,"39,840","46,296","01st September, 2021"
Ruvuma,Songea,"26,000","27,000","01st September, 2021"
Shinyanga,Shinyanga,"42,000","45,000","01st September, 2021"
Sumbawanga,Rukwa,"32,000","36,000","01st September, 2021"
Arusha,Arusha (Urban),"46,000","47,000","03rd September, 2021"
D'Salaam,Kinondoni (Tandale),"48,000","70,000","03rd September, 2021"
D'Salaam,Ilala (Buguruni),"45,000","50,000","03rd September, 2021"
D'Salaam,Temeke(Tandika),"46,000","48,000","3rd September, 2021"
Dodoma,Majengo,"38,000","42,000","3rd September, 2021"
Dodoma,Kibaigwa,"39,000","40,000","3rd September, 2021"
Kagera,Bukoba,"52,000","56,000","3rd September, 2021"
Kigoma,Kigoma,"47,200","47,200","3rd September, 2021"
Katavi,Mpanda,"30,000","36,000","3rd September, 2021"
Iringa,Iringa,"33,000","35,000","3rd September, 2021"
Njombe,Njombe,"35,000","38,000","3rd September, 2021"
Manyara,Babati,"42,000","48,000","3rd September, 2021"
Mara,Musoma,"60,000","65,000","3rd September, 2021"
Mtwara,Mtwara,"40,000","40,000","3rd September, 2021"
Mwanza,Mwanza,"58,000","65,000","3rd September, 2021"
Morogoro,Morogoro,"39,062","39,843","3rd September, 2021"
Tabora,Tabora,"35,000","36,000","3rd September, 2021"
Tanga,Tanga,"39,840","46,296","3rd September, 2021"
Ruvuma,Songea,"26,000","27,000","3rd September, 2021"
Shinyanga,Shinyanga,"42,000","45,000","3rd September, 2021"
Sumbawanga,Rukwa,"32,000","36,000","3rd September, 2021"
Arusha,Arusha (Urban),"46,000","47,000","6th September, 2021"
D'Salaam,Kinondoni (Tandale),"48,000","70,000","6th September, 2021"
D'Salaam,Ilala (Buguruni),"44,500","45,000","6th September, 2021"
D'Salaam,Temeke(Tandika),"46,000","48,000","6th September, 2021"
Dodoma,Majengo,"37,000","40,000","6th September, 2021"
Kigoma,Kigoma,"47,200","47,200","6th September, 2021"
Katavi,Mpanda,"30,000","36,000","6th September, 2021"
Iringa,Iringa,"33,000","35,000","6th September, 2021"
Njombe,Njombe,"35,000","38,000","6th September, 2021"
Manyara,Babati,"42,000","48,000","6th September, 2021"
Mara,Musoma,"60,000","65,000","6th September, 2021"
Mtwara,Mtwara,"40,000","40,000","6th September, 2021"
Morogoro,Morogoro,"39,062","39,843","6th September, 2021"
Moshi,Moshi,"56,000","56,000","6th September, 2021"
Tabora,Tabora,"35,000","36,000","6th September, 2021"
Ruvuma,Songea,"25,000","27,000","6th September, 2021"
Shinyanga,Shinyanga,"42,000","45,000","6th September, 2021"
Sumbawanga,Rukwa,"30,000","33,000","6th September, 2021"
Arusha,Arusha (Urban),"47,000","48,000","8th September, 2021"
D'Salaam,Kinondoni (Tandale),"48,000","70,000","8th September, 2021"
D'Salaam,Ilala (Buguruni),"44,500","45,000","8th September, 2021"
D'Salaam,Temeke(Tandika),"46,000","48,000","8th September, 2021"
Dodoma,Majengo,"37,000","40,000","8th September, 2021"
Dodoma,Kibaigwa,"38,000","40,000","8th September, 2021"
Kagera,Bukoba,"54,000","56,000","8th September, 2021"
Kigoma,Kigoma,"47,200","47,200","8th September, 2021"
Katavi,Mpanda,"30,000","36,000","8th September, 2021"
Iringa,Iringa,"33,000","35,000","8th September, 2021"
Njombe,Njombe,"35,000","38,000","8th September, 2021"
Manyara,Babati,"42,000","48,000","8th September, 2021"
Mara,Musoma,"60,000","65,000","8th September, 2021"
Mtwara,Mtwara,"40,000","40,000","8th September, 2021"
Morogoro,Morogoro,"39,062","39,843","8th September, 2021"
Moshi,Moshi,"56,000","56,000","8th September, 2021"
Tabora,Tabora,"35,000","36,000","8th September, 2021"
Tanga,Tanga,"41,666","46,296","8th September, 2021"
Ruvuma,Songea,"25,000","27,000","8th September, 2021"
Shinyanga,Shinyanga,"42,000","45,000","8th September, 2021"
Sumbawanga,Rukwa,"30,000","33,000","8th September, 2021"
Arusha,Arusha (Urban),"47,000","48,000","10th September, 2021"
D'Salaam,Kinondoni (Tandale),"48,000","70,000","10th September, 2021"
D'Salaam,Temeke(Tandika),"45,000","46,000","10th September, 2021"
Dodoma,Majengo,"35,000","40,000","10th September, 2021"
Dodoma,Kibaigwa,"38,000","40,000","10th September, 2021"
Kagera,Bukoba,"54,000","56,000","10th September, 2021"
Kigoma,Kigoma,"47,200","47,200","10th September, 2021"
Iringa,Iringa,"33,000","35,000","10th September, 2021"
Njombe,Njombe,"35,000","38,000","10th September, 2021"
Manyara,Babati,"42,000","48,000","10th September, 2021"
Mara,Musoma,"60,000","65,000","10th September, 2021"
Mtwara,Mtwara,"40,000","40,000","10th September, 2021"
Morogoro,Morogoro,"40,000","41,000","10th September, 2021"
Tabora,Tabora,"35,000","36,000","10th September, 2021"
Tanga,Tanga,"41,666","46,296","10th September, 2021"
Ruvuma,Songea,"26,000","27,000","10th September, 2021"
Shinyanga,Shinyanga,"42,000","45,000","10th September, 2021"
Sumbawanga,Rukwa,"30,000","33,000","10th September, 2021"
Arusha,Arusha (Urban),"47,000","48,000","13th September, 2021"
D'Salaam,Kinondoni (Tandale),"48,000","70,000","13th September, 2021"
D'Salaam,Temeke(Tandika),"45,000","46,000","13th September, 2021"
Dodoma,Majengo,"37,000","40,000","13th September, 2021"
Dodoma,Kibaigwa,"40,000","42,000","13th September, 2021"
Kagera,Bukoba,"54,000","56,000","13th September, 2021"
Kigoma,Kigoma,"47,200","47,200","13th September, 2021"
Iringa,Iringa,"32,000","33,000","13th September, 2021"
Njombe,Njombe,"35,000","38,000","13th September, 2021"
Manyara,Babati,"42,000","48,000","13th September, 2021"
Mwanza,mwanza,"55,000","62,000","13th September, 2021"
Mara,Musoma,"60,000","65,000","13th September, 2021"
Mtwara,Mtwara,"40,000","40,000","13th September, 2021"
Morogoro,Morogoro,"40,000","41,000","13th September, 2021"
Tabora,Tabora,"35,000","36,000","13th September, 2021"
Tanga,Tanga,"41,666","46,296","13th September, 2021"
Ruvuma,Songea,"26,000","27,000","13th September, 2021"
Shinyanga,Shinyanga,"42,000","45,000","13th September, 2021"
Sumbawanga,Rukwa,"30,000","32,000","13th September, 2021"
Arusha,Arusha (Urban),"47,000","48,000","15th September, 2021"
D'Salaam,Kinondoni (Tandale),"48,000","70,000","15th September, 2021"
D'Salaam,Temeke(Tandika),"45,000","46,000","15th September, 2021"
Dodoma,Majengo,"37,000","40,000","15th September, 2021"
Dodoma,Kibaigwa,"40,000","42,000","15th September, 2021"
Kagera,Bukoba,"55,000","60,000","15th September, 2021"
Kigoma,Kigoma,"47,200","47,200","15th September, 2021"
Iringa,Iringa,"32,000","33,000","15th September, 2021"
Njombe,Njombe,"35,000","38,000","15th September, 2021"
Manyara,Babati,"35,000","48,000","15th September, 2021"
Mwanza,mwanza,"55,000","62,000","15th September, 2021"
Mara,Musoma,"60,000","65,000","15th September, 2021"
Mtwara,Mtwara,"40,000","40,000","15th September, 2021"
Morogoro,Morogoro,"40,000","41,000","15th September, 2021"
Tabora,Tabora,"35,000","36,000","15th September, 2021"
Tanga,Tanga,"41,666","46,296","15th September, 2021"
Ruvuma,Songea,"26,000","28,000","15th September, 2021"
Shinyanga,Shinyanga,"42,000","45,000","15th September, 2021"
Sumbawanga,Rukwa,"30,000","33,000","15th September, 2021"
Arusha,Arusha (Urban),"47,000","48,000","17th September, 2021"
D'Salaam,Kinondoni (Tandale),"50,000","65,000","17th September, 2021"
D'Salaam,Ilala (Buguruni),"44,500","45,000","17th September, 2021"
D'Salaam,Temeke(Tandika),"45,000","46,000","17th September, 2021"
Dodoma,Majengo,"40,000","48,000","17th September, 2021"
